"timestamp","user_id","recommendations","response_time_ms","num_recommendations"
"2025-04-04 16:34:26","160","Pulp Fiction (1994)|Brazil (1985)|Taxi Driver (1976)|Blade Runner (1982)|All About My Mother (Todo sobre mi madre) (1999)|Fight Club (1999)|Schindler's List (1993)|Gattaca (1997)|20,000 Leagues Under the Sea (1954)|Exorcist, The (1973)|Seven Samurai (Shichinin no samurai) (1954)|Blood Simple (1984)|Back to the Future (1985)|2001: A Space Odyssey (1968)|Sixth Sense, The (1999)|Platoon (1986)|Godfather, The (1972)|Crow, The (1994)|Apollo 13 (1995)|Babe (1995)","107","20"
"2025-04-04 18:09:26","9","Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)|Shawshank Redemption, The (1994)|Back to the Future (1985)|Star Wars: Episode IV - A New Hope (1977)|Star Wars: Episode V - The Empire Strikes Back (1980)|Princess Bride, The (1987)|Unforgiven (1992)|It's a Wonderful Life (1946)|Double Indemnity (1944)|Godfather: Part II, The (1974)|Outlaw Josey Wales, The (1976)|Untouchables, The (1987)|Rosemary's Baby (1968)|Citizen Kane (1941)|Departed, The (2006)|South Park: Bigger, Longer and Uncut (1999)|Rear Window (1954)|12 Angry Men (1957)|Goodfellas (1990)|Monty Python and the Holy Grail (1975)","109","20"
"2025-04-04 19:11:43","9","Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)|Shawshank Redemption, The (1994)|Back to the Future (1985)|Star Wars: Episode IV - A New Hope (1977)|Star Wars: Episode V - The Empire Strikes Back (1980)|Princess Bride, The (1987)|Unforgiven (1992)|It's a Wonderful Life (1946)|Double Indemnity (1944)|Godfather: Part II, The (1974)|Outlaw Josey Wales, The (1976)|Untouchables, The (1987)|Rosemary's Baby (1968)|Citizen Kane (1941)|Departed, The (2006)|South Park: Bigger, Longer and Uncut (1999)|Rear Window (1954)|12 Angry Men (1957)|Goodfellas (1990)|Monty Python and the Holy Grail (1975)","130","20"
"2025-04-04 19:12:04","43","Toy Story (1995)|Casino (1995)|Persuasion (1995)|Seven (a.k.a. Se7en) (1995)|Friday (1995)|Bottle Rocket (1996)|Crumb (1994)|Die Hard: With a Vengeance (1995)|Before Sunrise (1995)|Hoop Dreams (1994)|Heavenly Creatures (1994)|Star Wars: Episode IV - A New Hope (1977)|Little Princess, A (1995)|Three Colors: Red (Trois couleurs: Rouge) (1994)|Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lion King, The (1994)|Fugitive, The (1993)|In the Name of the Father (1993)|Much Ado About Nothing (1993)","74","20"
"2025-04-04 19:14:10","43","Toy Story (1995)|Casino (1995)|Persuasion (1995)|Seven (a.k.a. Se7en) (1995)|Friday (1995)|Bottle Rocket (1996)|Crumb (1994)|Die Hard: With a Vengeance (1995)|Before Sunrise (1995)|Hoop Dreams (1994)|Heavenly Creatures (1994)|Star Wars: Episode IV - A New Hope (1977)|Little Princess, A (1995)|Three Colors: Red (Trois couleurs: Rouge) (1994)|Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lion King, The (1994)|Fugitive, The (1993)|In the Name of the Father (1993)|Much Ado About Nothing (1993)","81","20"
"2025-04-04 19:18:16","45","Lawrence of Arabia (1962)|Life Is Beautiful (La Vita è bella) (1997)|Raising Arizona (1987)|American Beauty (1999)|Saving Private Ryan (1998)|Pi (1998)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)|Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)|One Flew Over the Cuckoo's Nest (1975)|Godfather, The (1972)|12 Angry Men (1957)|Jaws (1975)|Office Space (1999)|Doctor Zhivago (1965)|Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)|Star Wars: Episode IV - A New Hope (1977)|Braveheart (1995)|Star Wars: Episode V - The Empire Strikes Back (1980)|Arrival (2016)|Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","132","20"
"2025-04-04 19:22:57","5","Schindler's List (1993)|Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)|Saving Private Ryan (1998)|Jaws (1975)|Star Wars: Episode IV - A New Hope (1977)|High Noon (1952)|Goodfellas (1990)|Life Is Beautiful (La Vita è bella) (1997)|Casablanca (1942)|Lawrence of Arabia (1962)|Back to the Future (1985)|Departed, The (2006)|Glory (1989)|On the Waterfront (1954)|Godfather, The (1972)|Rear Window (1954)|Beautiful Mind, A (2001)|Streetcar Named Desire, A (1951)|American Beauty (1999)|Wallace & Gromit: The Best of Aardman Animation (1996)","94","20"
"2025-04-04 19:22:57","56","Lawrence of Arabia (1962)|Ran (1985)|Shawshank Redemption, The (1994)|Seven (a.k.a. Se7en) (1995)|Usual Suspects, The (1995)|Boondock Saints, The (2000)|Seven Samurai (Shichinin no samurai) (1954)|Princess Bride, The (1987)|Memento (2000)|The Artist (2011)|Army of Darkness (1993)|Kill Bill: Vol. 1 (2003)|Maltese Falcon, The (1941)|Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)|Dark Knight, The (2008)|Rear Window (1954)|One Flew Over the Cuckoo's Nest (1975)|Reservoir Dogs (1992)|Ghost in the Shell (Kôkaku kidôtai) (1995)|Wallace & Gromit: The Wrong Trousers (1993)","103","20"
"2025-04-04 19:23:00","57","Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)|Seven Samurai (Shichinin no samurai) (1954)|Lawrence of Arabia (1962)|Star Wars: Episode IV - A New Hope (1977)|Psycho (1960)|Princess Bride, The (1987)|Chinatown (1974)|Monty Python and the Holy Grail (1975)|Rocky (1976)|Sting, The (1973)|Casablanca (1942)|Rear Window (1954)|Silence of the Lambs, The (1991)|American Beauty (1999)|Pulp Fiction (1994)|Godfather: Part II, The (1974)|Apocalypse Now (1979)|Ghostbusters (a.k.a. Ghost Busters) (1984)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)|Star Wars: Episode V - The Empire Strikes Back (1980)","74","20"
"2025-04-04 19:23:02","58","Lawrence of Arabia (1962)|Cool Hand Luke (1967)|Schindler's List (1993)|Rosemary's Baby (1968)|Princess Bride, The (1987)|Life Is Beautiful (La Vita è bella) (1997)|Spotlight (2015)|Star Wars: Episode IV - A New Hope (1977)|Amadeus (1984)|Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)|Guess Who's Coming to Dinner (1967)|Crash (2004)|Back to the Future (1985)|Great Escape, The (1963)|On the Waterfront (1954)|Goodfellas (1990)|Green Mile, The (1999)|Unforgiven (1992)|Departed, The (2006)|Searching for Bobby Fischer (1993)","67","20"
"2025-04-04 19:23:04","59","Rear Window (1954)|Lawrence of Arabia (1962)|Psycho (1960)|In the Name of the Father (1993)|Casablanca (1942)|Bridge on the River Kwai, The (1957)|Dark Knight, The (2008)|Godfather, The (1972)|Good Will Hunting (1997)|Whiplash (2014)|Departed, The (2006)|Star Wars: Episode VI - Return of the Jedi (1983)|Streetcar Named Desire, A (1951)|Forrest Gump (1994)|Third Man, The (1949)|Amadeus (1984)|City of God (Cidade de Deus) (2002)|Wallace & Gromit: The Wrong Trousers (1993)|Shawshank Redemption, The (1994)|Ghost in the Shell (Kôkaku kidôtai) (1995)","75","20"
"2025-04-04 19:23:06","60","Star Wars: Episode V - The Empire Strikes Back (1980)|Shawshank Redemption, The (1994)|Schindler's List (1993)|Star Wars: Episode IV - A New Hope (1977)|Singin' in the Rain (1952)|Rosemary's Baby (1968)|Star Wars: Episode VI - Return of the Jedi (1983)|Lawrence of Arabia (1962)|Casablanca (1942)|Godfather, The (1972)|Dark Knight, The (2008)|Back to the Future (1985)|North by Northwest (1959)|Princess Bride, The (1987)|Blind Side, The  (2009)|Bridge on the River Kwai, The (1957)|Harold and Maude (1971)|Donnie Darko (2001)|Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)|Forrest Gump (1994)","67","20"
"2025-04-04 19:29:35","60","Star Wars: Episode V - The Empire Strikes Back (1980)|Shawshank Redemption, The (1994)|Schindler's List (1993)|Star Wars: Episode IV - A New Hope (1977)|Singin' in the Rain (1952)|Rosemary's Baby (1968)|Star Wars: Episode VI - Return of the Jedi (1983)|Lawrence of Arabia (1962)|Casablanca (1942)|Godfather, The (1972)|Dark Knight, The (2008)|Back to the Future (1985)|North by Northwest (1959)|Princess Bride, The (1987)|Blind Side, The  (2009)|Bridge on the River Kwai, The (1957)|Harold and Maude (1971)|Donnie Darko (2001)|Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)|Forrest Gump (1994)","119","20"
"2025-04-04 19:29:36","60","Star Wars: Episode V - The Empire Strikes Back (1980)|Shawshank Redemption, The (1994)|Schindler's List (1993)|Star Wars: Episode IV - A New Hope (1977)|Singin' in the Rain (1952)|Rosemary's Baby (1968)|Star Wars: Episode VI - Return of the Jedi (1983)|Lawrence of Arabia (1962)|Casablanca (1942)|Godfather, The (1972)|Dark Knight, The (2008)|Back to the Future (1985)|North by Northwest (1959)|Princess Bride, The (1987)|Blind Side, The  (2009)|Bridge on the River Kwai, The (1957)|Harold and Maude (1971)|Donnie Darko (2001)|Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)|Forrest Gump (1994)","89","20"
"2025-04-04 19:29:39","6","Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lawrence of Arabia (1962)|Back to the Future (1985)|Green Mile, The (1999)|Star Wars: Episode IV - A New Hope (1977)|Harold and Maude (1971)|Fear and Loathing in Las Vegas (1998)|Sound of Music, The (1965)|Beautiful Mind, A (2001)|Third Man, The (1949)|Trainspotting (1996)|Goodfellas (1990)|Old Boy (2003)|North by Northwest (1959)|Ran (1985)|Boondock Saints, The (2000)|Singin' in the Rain (1952)|Star Wars: Episode VI - Return of the Jedi (1983)|The Artist (2011)","77","20"
"2025-04-04 19:31:00","6","Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lawrence of Arabia (1962)|Back to the Future (1985)|Green Mile, The (1999)|Star Wars: Episode IV - A New Hope (1977)|Harold and Maude (1971)|Fear and Loathing in Las Vegas (1998)|Sound of Music, The (1965)|Beautiful Mind, A (2001)|Third Man, The (1949)|Trainspotting (1996)|Goodfellas (1990)|Old Boy (2003)|North by Northwest (1959)|Ran (1985)|Boondock Saints, The (2000)|Singin' in the Rain (1952)|Star Wars: Episode VI - Return of the Jedi (1983)|The Artist (2011)","117","20"
"2025-04-04 19:31:11","6","Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lawrence of Arabia (1962)|Back to the Future (1985)|Green Mile, The (1999)|Star Wars: Episode IV - A New Hope (1977)|Harold and Maude (1971)|Fear and Loathing in Las Vegas (1998)|Sound of Music, The (1965)|Beautiful Mind, A (2001)|Third Man, The (1949)|Trainspotting (1996)|Goodfellas (1990)|Old Boy (2003)|North by Northwest (1959)|Ran (1985)|Boondock Saints, The (2000)|Singin' in the Rain (1952)|Star Wars: Episode VI - Return of the Jedi (1983)|The Artist (2011)","67","20"
"2025-04-04 19:35:32","6","Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lawrence of Arabia (1962)|Back to the Future (1985)|Green Mile, The (1999)|Star Wars: Episode IV - A New Hope (1977)|Harold and Maude (1971)|Fear and Loathing in Las Vegas (1998)|Sound of Music, The (1965)|Beautiful Mind, A (2001)|Third Man, The (1949)|Trainspotting (1996)|Goodfellas (1990)|Old Boy (2003)|North by Northwest (1959)|Ran (1985)|Boondock Saints, The (2000)|Singin' in the Rain (1952)|Star Wars: Episode VI - Return of the Jedi (1983)|The Artist (2011)","75","20"
"2025-04-04 19:35:32","6","Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lawrence of Arabia (1962)|Back to the Future (1985)|Green Mile, The (1999)|Star Wars: Episode IV - A New Hope (1977)|Harold and Maude (1971)|Fear and Loathing in Las Vegas (1998)|Sound of Music, The (1965)|Beautiful Mind, A (2001)|Third Man, The (1949)|Trainspotting (1996)|Goodfellas (1990)|Old Boy (2003)|North by Northwest (1959)|Ran (1985)|Boondock Saints, The (2000)|Singin' in the Rain (1952)|Star Wars: Episode VI - Return of the Jedi (1983)|The Artist (2011)","79","20"
"2025-04-04 19:35:33","6","Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lawrence of Arabia (1962)|Back to the Future (1985)|Green Mile, The (1999)|Star Wars: Episode IV - A New Hope (1977)|Harold and Maude (1971)|Fear and Loathing in Las Vegas (1998)|Sound of Music, The (1965)|Beautiful Mind, A (2001)|Third Man, The (1949)|Trainspotting (1996)|Goodfellas (1990)|Old Boy (2003)|North by Northwest (1959)|Ran (1985)|Boondock Saints, The (2000)|Singin' in the Rain (1952)|Star Wars: Episode VI - Return of the Jedi (1983)|The Artist (2011)","82","20"
"2025-04-04 19:40:07","6","Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lawrence of Arabia (1962)|Back to the Future (1985)|Green Mile, The (1999)|Star Wars: Episode IV - A New Hope (1977)|Harold and Maude (1971)|Fear and Loathing in Las Vegas (1998)|Sound of Music, The (1965)|Beautiful Mind, A (2001)|Third Man, The (1949)|Trainspotting (1996)|Goodfellas (1990)|Old Boy (2003)|North by Northwest (1959)|Ran (1985)|Boondock Saints, The (2000)|Singin' in the Rain (1952)|Star Wars: Episode VI - Return of the Jedi (1983)|The Artist (2011)","116","20"
"2025-04-04 19:40:34","6","Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lawrence of Arabia (1962)|Back to the Future (1985)|Green Mile, The (1999)|Star Wars: Episode IV - A New Hope (1977)|Harold and Maude (1971)|Fear and Loathing in Las Vegas (1998)|Sound of Music, The (1965)|Beautiful Mind, A (2001)|Third Man, The (1949)|Trainspotting (1996)|Goodfellas (1990)|Old Boy (2003)|North by Northwest (1959)|Ran (1985)|Boondock Saints, The (2000)|Singin' in the Rain (1952)|Star Wars: Episode VI - Return of the Jedi (1983)|The Artist (2011)","97","20"
"2025-04-04 19:40:35","6","Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lawrence of Arabia (1962)|Back to the Future (1985)|Green Mile, The (1999)|Star Wars: Episode IV - A New Hope (1977)|Harold and Maude (1971)|Fear and Loathing in Las Vegas (1998)|Sound of Music, The (1965)|Beautiful Mind, A (2001)|Third Man, The (1949)|Trainspotting (1996)|Goodfellas (1990)|Old Boy (2003)|North by Northwest (1959)|Ran (1985)|Boondock Saints, The (2000)|Singin' in the Rain (1952)|Star Wars: Episode VI - Return of the Jedi (1983)|The Artist (2011)","71","20"
"2025-04-04 19:40:39","69","Shawshank Redemption, The (1994)|Monty Python and the Holy Grail (1975)|Wallace & Gromit: The Wrong Trousers (1993)|Lawrence of Arabia (1962)|Seven (a.k.a. Se7en) (1995)|Eternal Sunshine of the Spotless Mind (2004)|Godfather: Part II, The (1974)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)|Reservoir Dogs (1992)|Star Wars: Episode IV - A New Hope (1977)|Matrix, The (1999)|Unforgiven (1992)|Ran (1985)|Goodfellas (1990)|Saving Private Ryan (1998)|One Flew Over the Cuckoo's Nest (1975)|Kill Bill: Vol. 1 (2003)|Apocalypse Now (1979)|All About My Mother (Todo sobre mi madre) (1999)|Memento (2000)","74","20"
"2025-04-04 19:40:41","69","Shawshank Redemption, The (1994)|Monty Python and the Holy Grail (1975)|Wallace & Gromit: The Wrong Trousers (1993)|Lawrence of Arabia (1962)|Seven (a.k.a. Se7en) (1995)|Eternal Sunshine of the Spotless Mind (2004)|Godfather: Part II, The (1974)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)|Reservoir Dogs (1992)|Star Wars: Episode IV - A New Hope (1977)|Matrix, The (1999)|Unforgiven (1992)|Ran (1985)|Goodfellas (1990)|Saving Private Ryan (1998)|One Flew Over the Cuckoo's Nest (1975)|Kill Bill: Vol. 1 (2003)|Apocalypse Now (1979)|All About My Mother (Todo sobre mi madre) (1999)|Memento (2000)","81","20"
"2025-04-04 19:51:06","60","Star Wars: Episode V - The Empire Strikes Back (1980)|Shawshank Redemption, The (1994)|Schindler's List (1993)|Star Wars: Episode IV - A New Hope (1977)|Singin' in the Rain (1952)|Rosemary's Baby (1968)|Star Wars: Episode VI - Return of the Jedi (1983)|Lawrence of Arabia (1962)|Casablanca (1942)|Godfather, The (1972)|Dark Knight, The (2008)|Back to the Future (1985)|North by Northwest (1959)|Princess Bride, The (1987)|Blind Side, The  (2009)|Bridge on the River Kwai, The (1957)|Harold and Maude (1971)|Donnie Darko (2001)|Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)|Forrest Gump (1994)","107","20"
"2025-04-04 19:52:26","43","Toy Story (1995)|Casino (1995)|Persuasion (1995)|Seven (a.k.a. Se7en) (1995)|Friday (1995)|Bottle Rocket (1996)|Crumb (1994)|Die Hard: With a Vengeance (1995)|Before Sunrise (1995)|Hoop Dreams (1994)|Heavenly Creatures (1994)|Star Wars: Episode IV - A New Hope (1977)|Little Princess, A (1995)|Three Colors: Red (Trois couleurs: Rouge) (1994)|Shawshank Redemption, The (1994)|Forrest Gump (1994)|Lion King, The (1994)|Fugitive, The (1993)|In the Name of the Father (1993)|Much Ado About Nothing (1993)","92","20"
"2025-04-04 19:58:14","9","Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)|Shawshank Redemption, The (1994)|Back to the Future (1985)|Star Wars: Episode IV - A New Hope (1977)|Star Wars: Episode V - The Empire Strikes Back (1980)|Princess Bride, The (1987)|Unforgiven (1992)|It's a Wonderful Life (1946)|Double Indemnity (1944)|Godfather: Part II, The (1974)|Outlaw Josey Wales, The (1976)|Untouchables, The (1987)|Rosemary's Baby (1968)|Citizen Kane (1941)|Departed, The (2006)|South Park: Bigger, Longer and Uncut (1999)|Rear Window (1954)|12 Angry Men (1957)|Goodfellas (1990)|Monty Python and the Holy Grail (1975)","78","20"
"2025-04-04 19:58:16","9","Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)|Shawshank Redemption, The (1994)|Back to the Future (1985)|Star Wars: Episode IV - A New Hope (1977)|Star Wars: Episode V - The Empire Strikes Back (1980)|Princess Bride, The (1987)|Unforgiven (1992)|It's a Wonderful Life (1946)|Double Indemnity (1944)|Godfather: Part II, The (1974)|Outlaw Josey Wales, The (1976)|Untouchables, The (1987)|Rosemary's Baby (1968)|Citizen Kane (1941)|Departed, The (2006)|South Park: Bigger, Longer and Uncut (1999)|Rear Window (1954)|12 Angry Men (1957)|Goodfellas (1990)|Monty Python and the Holy Grail (1975)","65","20"
"2025-04-04 19:58:17","9","Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)|Shawshank Redemption, The (1994)|Back to the Future (1985)|Star Wars: Episode IV - A New Hope (1977)|Star Wars: Episode V - The Empire Strikes Back (1980)|Princess Bride, The (1987)|Unforgiven (1992)|It's a Wonderful Life (1946)|Double Indemnity (1944)|Godfather: Part II, The (1974)|Outlaw Josey Wales, The (1976)|Untouchables, The (1987)|Rosemary's Baby (1968)|Citizen Kane (1941)|Departed, The (2006)|South Park: Bigger, Longer and Uncut (1999)|Rear Window (1954)|12 Angry Men (1957)|Goodfellas (1990)|Monty Python and the Holy Grail (1975)","72","20"
"2025-04-04 19:58:18","9","Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)|Shawshank Redemption, The (1994)|Back to the Future (1985)|Star Wars: Episode IV - A New Hope (1977)|Star Wars: Episode V - The Empire Strikes Back (1980)|Princess Bride, The (1987)|Unforgiven (1992)|It's a Wonderful Life (1946)|Double Indemnity (1944)|Godfather: Part II, The (1974)|Outlaw Josey Wales, The (1976)|Untouchables, The (1987)|Rosemary's Baby (1968)|Citizen Kane (1941)|Departed, The (2006)|South Park: Bigger, Longer and Uncut (1999)|Rear Window (1954)|12 Angry Men (1957)|Goodfellas (1990)|Monty Python and the Holy Grail (1975)","98","20"
